name_beer,abv,name_brewery,city,country,latitude,longitude,descript,cat_name,style_name
Hansa Pils,4.8,Dortmunder Actien Brauerei  DAB,Dortmund,Germany,51.5298,7.4692,,German Lager,German-Style Pilsener
Blizzard Bock,6.1,Flying Bison Brewing,Buffalo,United States,42.9561,-78.8966,"Although itâ€™s named after our most famous weather event, this beer has nothing in common with the harsh bite of winter. In fact itâ€™s smooth slightly chocolaty flavor helps you forget Jack Frost altogether. German pale and Munich malts form the base flavors with hints of chocolate and caramel. Very soft, floral German hops ease the finish into dryness. Available on draft and in bottles from November to March.",German Lager,Traditional German-Style Bock
Heavy Seas Prosit! Imperial Oktoberfest Lager,9.0,Clipper City Brewing Co.,Baltimore,United States,39.2308,-76.6751,"Malt focused, made with five types of grain including Vienna and Munich malts â€“ plus a secret extra malt that we use only in our Prosit! Consider this bomber to be the burly big brother to our Clipper City MarzHon, a three year in a row winner at the Great American Beer Festival. Weâ€™ve balanced the sweetness of the malt with three kinds of hops making this one of the boldest marzen style lagers youâ€™ll ever try.

5 Kinds of Malt, 3 Kinds of Hops
estimated ABV 9% estimated IBU 25",German Lager,German-Style Oktoberfest
Hooker Oktoberfest,5.8,Thomas Hooker Brewing,Bloomfield,United States,41.8087,-72.7108,"Originally brewed to celebrate the beginning of the German brewing season and the 1810 wedding of crown prince Ludwig of Bavaria and his bride-to-be, princess Therese of Saxon-Hildburghausen. This amber beer was brewed in March (\Marzenbier\"") and left to age in cool lagering caves during the heat of the summer. Our rich and satisfying Bavarian-style OctoberFest comes from a special blend of imported German malts that creates a full-bodied brew and stresses a malty flavor and lingering aroma. Gently hopped and delicately balanced",German Lager,German-Style Oktoberfest
Elm City Schwarzbier,5.3,Elm City Brewing Co,Keene,United States,42.9324,-72.2867,,German Lager,German-Style Schwarzbier
Ramstein Winter Wheat,9.5,High Point Wheat Beer Company,Butler,United States,41.0016,-74.3403,"Also referred to as a Doppelbock, this is the strongest beer made by High Point. Rich creamy head with bouquet of wheat malt, black current, clove, and apple. Deep full flavors of caramel and chocolate malt balance with hops for a smooth warming character. The finish is smooth and malty leading to a subtle alcohol and dark caramel finish. The wonderful balance of this beer provides a complex profile that hides the 9.5% alcohol content. The perfect companion for a cold winter night.",German Lager,German-Style Doppelbock
Andygator,8.0,Abita Brewing Company,Abita Springs,United States,30.5049,-89.944,"The Andygator is a fearsome beast...much too big for any little bottle. Don't let his toothy grin, slightly sweet flavor and subtle fruit aroma fool you: this cold-blooded creature is a Helles Doppelbock that can sneak up on you. Sip, don't gulp and taste the wild of Abita Andygator",German Lager,German-Style Doppelbock
Black Rye Bock,6.2,Glacier Brewhouse,Anchorage,United States,61.2179,-149.89600000000002,This dark lager combines the characteristics of three winter beer styles. All three of these styles traditionally come from the colder harsher areas of Europe. The styles are (1) Black Beer (aka schwartzbier) originating from the former East Germany); (2) Rye Beer which at one time was only made in hardier areas of Eastern and Baltic Europe; and (3) Bock Beer which is widely known as a higher alcohol lager of Northern Germany. Our Black Rye Bock has a distinctive bitter chocolate palate and black color reminiscent of a black beer. The spiciness from the rye malt shines through in the flavor. The high alcohol balanced with malty sweetness rounds out this cold season bock. Smooth drinking with a punch makes this lager a perfect quaffer for our Arctic winter. 6.2% alcohol by volume.,German Lager,Traditional German-Style Bock
Duck-Rabbit Schwarzbier,5.8,Duck-Rabbit Craft Brewery,Farmville,United States,35.6003,-77.5971,,German Lager,German-Style Schwarzbier
Blacksburger Pils,4.7,Blacksburg Brewing Company,Blacksburg,United States,37.23,-80.41,,German Lager,German-Style Pilsener
Bad Billy Blond Bock,6.2,Raccoon Lodge and Brewpub / Cascade Brewing,Portland,United States,45.4856,-122.75399999999999,Our Blond Bock is gold in color and features a malty profile and a spicy finish courtesy of Saaz hops. This beer boasts the flavor of a traditional Bock without the cloying aftertaste.,German Lager,German-Style Heller Bock/Maibock
77 Lager,4.9,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,"A Lager that actually tastes of something?

You have to be kidding, right?

77 lager is made with 100% malt and whole leaf hops.

It contains no preservatives, additives, cheap substitutes or any other junk.

Maybe we are crazy. So what?

Taste 77 Lager and we are pretty sure you will agree that the fine line between genius and insanity has just become a little more blurred.",German Lager,German-Style Pilsener
Samuel Adams Noble Pils,5.2,Boston Beer Company,Boston,United States,42.3144,-71.1034,"Samuel Adams Noble Pils is one of the only brews made with all five Noble hops from the worldâ€™s growing regions. its bright flavor and lively, citrus hop character reminds us that the warm days of spring are just a few weeks away.",German Lager,German-Style Pilsener
RUMBAH Double Rum Bock,10.0,Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844,"Beer Description:
This double bock provides smooth sailin' in rough seas. The fact that this luscious lager was aged in rum barrels creates the illusion that the open sea is a safe place. And while riding out these waves of grain, you may fall victim to the dangers of pirates, rum, bock. OK...maybe the beach is a bit over-rated.",German Lager,German-Style Doppelbock
Oktoberfest,5.01,Blue Point Brewing,Patchogue,United States,40.7591,-73.0215,"Blue Point Octoberfest is another palate-pleasing seasonal brew. Originally brewed in 1810 to celebrate the betrothal of the Crown Prince of Bavaria, Blue Point continues the celebration by traditionally brewing this special malty amber lager every October. Octoberfest lager is stored cold for 2 months to ensure its distinct smooth flavor. Tap a pint and celebrate the season!",German Lager,German-Style Oktoberfest
Beck's Light,0.0,Brauerei Beck,Bremen,Germany,53.0787,8.7901,,German Lager,European Low-Alcohol Lager
Abita Amber,0.0,Abita Brewing Company,Abita Springs,United States,30.5049,-89.944,"Abita Amber is a Munich style lager. It has a smooth, malty, slightly caramel flavor and a rich amber color.",German Lager,Vienna-Style Lager
S.O.S,4.993965517241378,Abita Brewing Company,Abita Springs,United States,30.5049,-89.944,Save Our Shores (S.O.S) is an unfiltered weizen pils and has a brilliant golden color. A Charitable Pilsner,German Lager,German-Style Pilsener
Wheat,0.0,Abita Brewing Company,Abita Springs,United States,30.5049,-89.944,"Abita Wheat is a lager, not ale, and contains a generous amount of wheat which produces a clean, simple flavor.",German Lager,Vienna-Style Lager
Wiesen Edel Weisse,6.2,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Kelheim,Germany,48.9175,11.8735,,German Ale,South German-Style Hefeweizen
Weizengold Hefefein,5.1,Stieglbrauerei zu Salzburg GmbH,Salzburg,Austria,47.8005,13.0444,"Stiegl Weizengold. It has 12o original gravity; the choicest ingredients and a top fermentation process are responsible for the highest possible quality and an unmistakable flavor. It is brewed according to the classic wheat beer recipe: 60 % wheat malt and 40 % barley malt, top fermentation and in compliance with the Purity Law of 1516.  This fine yeast wheat beer specialty is a refreshing, natural and stimulating beer brand.",German Ale,South German-Style Hefeweizen
JÃ¶rger WeiÃŸe Hell,5.233561643835617,Brauerei Grieskirchen AG,Grieskirchen,Austria,48.2351,13.8292,,German Ale,South German-Style Hefeweizen
EOS Hefeweizen,5.233561643835617,Nebraska Brewing Company,Papillion,United States,41.1339,-96.0307,,German Ale,South German-Style Hefeweizen
EOS Hefeweizen,5.233561643835617,Nebraska Brewing Company,Papillion,United States,37.244,-107.87899999999999,,German Ale,South German-Style Hefeweizen
Der Weisse Bock,8.5,Bamberger Mahr's-Bru,Bamberg,Germany,49.8901,10.9067,,German Ale,South German-Style Weizenbock
Shiner Hefeweizen,5.4,Spoetzl Brewery,Shiner,United States,29.426,-97.1607,,German Ale,South German-Style Hefeweizen
Sandy Beach Blonde Hefeweizen,4.5,Half Moon Bay Brewing,Princeton by the Sea,United States,37.4903,-122.435,,German Ale,South German-Style Hefeweizen
Hefeweizen,5.6,Jack's Brewing,Fremont,United States,37.5441,-121.988,,German Ale,South German-Style Hefeweizen
Harvest Hefeweizen,4.9,BJ's Restaurant and Brewery,Brea,United States,33.9132,-117.889,,German Ale,South German-Style Hefeweizen
Hefe Weizen,5.233561643835617,Faultline Brewing #1,Sunnyvale,United States,37.387,-121.993,,German Ale,South German-Style Hefeweizen
Aventinus Weizenstarkbier / Doppel Weizen Bock,8.2,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Kelheim,Germany,48.9175,11.8735,"Dark-ruby, almost black-colored and streaked with fine top-fermenting yeast, this beer has a compact and persistent head. This is a very intense wheat doppelbock with a complex spicy chocolate-like arome with a hint of banana and raisins. On the palate, you experience a soft touch and on the tongue it is very rich and complex, though fresh with a hint of caramel. It finishes in a rich soft and lightly bitter impression.",German Ale,South German-Style Weizenbock
Ur-Weisse,5.233561643835617,Brauerei Aying Franz Inselkammer KG,Aying,Germany,47.9706,11.7808,,German Ale,South German-Style Hefeweizen
Weisse,4.9,Bamberger Mahr's-Bru,Bamberg,Germany,49.8901,10.9067,,German Ale,South German-Style Hefeweizen
WeiÃŸe,5.233561643835617,Schussenrieder Erlebnisbrauerei,Bad Schussenried,Germany,48.004,9.6584,,German Ale,South German-Style Hefeweizen
See-Weizen Bio-Hefeweizen,5.233561643835617,Brauerei & Gasthof zur Krone,Tettnang,Germany,47.6715,9.5888,,German Ale,South German-Style Hefeweizen
Weizen,5.233561643835617,Simmerberg Brusttt und Taferne,Simmerberg,Germany,47.5814,9.9191,,German Ale,South German-Style Hefeweizen
LÃ¶wen Weisse,5.233561643835617,Lwenbru Zrich,Zrich,Switzerland,47.3642,8.5245,,German Ale,South German-Style Hefeweizen
Oktoberfest,8.15,Brauhaus Sternen,Frauenfeld,Switzerland,47.5585,8.9006,,German Ale,South German-Style Weizenbock
Weizentrumpf,5.5,Brauhaus Sternen,Frauenfeld,Switzerland,47.5585,8.9006,,German Ale,South German-Style Hefeweizen
Weizen,5.0,Schlossbru,Dornbirn,Austria,47.4097,9.7514,,German Ale,South German-Style Hefeweizen
Weizenbier,5.233561643835617,Gasthof-Brauerei zum Frohsinn,Arbon,Switzerland,47.5171,9.43,,German Ale,South German-Style Hefeweizen
Ur-Weizen,5.0,Wdi-Bru-Huus,Wdenswil,Switzerland,47.2311,8.6691,,German Ale,South German-Style Hefeweizen
Hefe-Weizen,5.2,Brauerei Leibinger,Ravensburg,Germany,47.7818,9.6215,,German Ale,South German-Style Hefeweizen
Hefeweizen,5.233561643835617,Gasthaus-Brauerei Max & Moritz,Kressbronn am Bodensee,Germany,47.6064,9.6061,,German Ale,South German-Style Hefeweizen
Hefe Weizen Hell,5.233561643835617,Ruppaner-Brauerei,Konstanz,Germany,47.6855,9.208,,German Ale,South German-Style Hefeweizen
Weizen,5.233561643835617,Brauhaus Johann Albrecht - Konstanz,Konstanz,Germany,47.6651,9.175,,German Ale,South German-Style Hefeweizen
Hefeweizen,5.233561643835617,Granville Island Brewing Company,Vancouver,Canada,49.2705,-123.13600000000001,,German Ale,South German-Style Hefeweizen
Hefeweizen,5.233561643835617,Granville Island Brewing Company,Vancouver,Canada,34.396,-119.521,,German Ale,South German-Style Hefeweizen
Haupenthal Hefeweizen,4.8,Dockside Brewing,Vancouver,Canada,49.2698,-123.132,,German Ale,South German-Style Hefeweizen
Whoville Weizenbock,6.6,Elysian Brewery & Public House,Seattle,United States,47.614,-122.316,,German Ale,South German-Style Weizenbock
Hefe-Weizen,5.8,Diamond Knot Brewery & Alehouse,Mukilteo,United States,47.9485,-122.305,,German Ale,South German-Style Hefeweizen
Hefeweizen,4.3,Engine House #9,Tacoma,United States,47.256,-122.473,,German Ale,South German-Style Hefeweizen
Hefe-Weizen,5.2,Brauerei Schwelm,Schwelm,Germany,51.2847,7.2936,,German Ale,South German-Style Hefeweizen
Tin Lizzie Hefeweizen,5.5,Gottberg Brew Pub,Columbus,United States,41.4295,-97.3623,,German Ale,South German-Style Hefeweizen
El Jefe Weizen Ale,5.233561643835617,Hale's Ales #3,Seattle,United States,47.6592,-122.366,,German Ale,South German-Style Hefeweizen
Hefe-Weizen Hell,5.233561643835617,Klosterbrauerei Weltenburg,Regensburg,Germany,49.0144,12.075,,German Ale,South German-Style Hefeweizen
Royal Weisse,5.7,Sly Fox Brewhouse and Eatery - Royersford,Royersford,United States,40.1943,-75.53399999999999,,German Ale,South German-Style Hefeweizen
Weizen,5.233561643835617,Pennsylvania Brewing,Pittsburgh,United States,40.4569,-79.9915,,German Ale,South German-Style Hefeweizen
Hazy Daze Hefeweizen,5.5,On Tap Bistro & Brewery,San Diego,United States,32.7153,-117.15700000000001,,German Ale,South German-Style Hefeweizen
Hefeweizen,7.5,Taylor's Restaurant and Brewery,San Diego,United States,32.7153,-117.15700000000001,,German Ale,South German-Style Weizenbock
Wheat,5.233561643835617,La Jolla Brew House,La Jolla,United States,32.8409,-117.274,,German Ale,South German-Style Hefeweizen
Sweet Spot Hefe,5.5,Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255,,German Ale,South German-Style Hefeweizen
BrÃ¤u-Weisse,5.233561643835617,Brauerei Aying Franz Inselkammer KG,Aying,Germany,47.9706,11.7808,,German Ale,South German-Style Hefeweizen
Bavarian-Weissbier Hefeweisse / Weisser Hirsch,5.2,Hirschbru Privatbrauerei Hss,Sonthofen,Germany,47.5132,10.279000000000002,,German Ale,South German-Style Hefeweizen
"Triple \H\""""",5.233561643835617,Hops Haven Brew Haus,Sheboygan,United States,43.7594,-87.7228,,German Ale,South German-Style Hefeweizen
Saranac Hefeweizen,5.6,F.X. Matt Brewing,Utica,United States,43.1045,-75.2452,This traditional style German Wheat beer (pronounced) Hah-fuh-vite-zen) remains unfiltered to preserve it's natural smooth flavor and aroma. Don't be alarmed by its cloudy appearance or noticeable sediment. The slight banana and clove aroma comes from the authentic German Hefeweizen yeast. It has a light refreshing finish.,German Ale,South German-Style Hefeweizen
Hefeweizen,5.233561643835617,Rock Bottom Restaurant & Brewery - Milwaukee,Milwaukee,United States,43.0399,-87.9117,,German Ale,South German-Style Hefeweizen
Top Heavy Hefeweizen,5.233561643835617,Piece,Chicago,United States,41.9104,-87.6761,,German Ale,South German-Style Hefeweizen
Weissbier Hell,5.2,Martini-Brauerei,Kassel,Germany,51.3175,9.4793,,German Ale,South German-Style Hefeweizen
Weiss Beer,5.233561643835617,Crescent City Brewhouse,New Orleans,United States,29.9558,-90.0641,,German Ale,South German-Style Hefeweizen
KÃ¶nig Ludwig Weissbier Hell,5.233561643835617,Knig Ludwig Schlobrauerei Kaltenberg,Frstenfeldbruck,Germany,48.1826,11.2522,,German Ale,South German-Style Hefeweizen
Kapuziner WeiÃŸbier,5.233561643835617,Kulmbacher Brauerei AG,Kulmbach,Germany,50.106,11.4442,,German Ale,South German-Style Hefeweizen
Stationsweizen,5.233561643835617,Restaurant Isarbru,Pullach im Isartal,Germany,48.0708,11.5311,,German Ale,South German-Style Hefeweizen
Kristall Weissbier,5.4,Bayerische Staatsbrauerei Weihenstephan,Freising,Germany,48.3952,11.7288,,German Ale,South German-Style Hefeweizen
WeiÃŸbier Mit Feiner Hefe,5.233561643835617,Privatbrauerei Erdinger Weissbru,Erding,Germany,48.3153,11.8911,,German Ale,South German-Style Hefeweizen
Weissbier,5.233561643835617,Schlobrauerei Reckendorf,Reckendorf,Germany,50.0224,10.83,,German Ale,South German-Style Hefeweizen
Weizen,5.233561643835617,Privater Brauereigasthof Greifenklau,Bamberg,Germany,49.8851,10.8823,,German Ale,South German-Style Hefeweizen
HefeweiÃŸbier,5.233561643835617,Bamberger Mahr's-Bru,Bamberg,Germany,49.8901,10.9067,,German Ale,South German-Style Hefeweizen
Weissbier,4.8,Keesmann Bru,Bamberg,Germany,49.8904,10.9056,,German Ale,South German-Style Hefeweizen
Weizla Hell,5.0,Brauerei Fssla,Bamberg,Germany,49.8942,10.8855,,German Ale,South German-Style Hefeweizen
Eine Bamberger Weisse Hell,5.2,Maisel Bru,Bamberg,Germany,49.8928,10.9131,,German Ale,South German-Style Hefeweizen
Hefe Weiss,4.2,Sprecher Brewing,Glendale,United States,43.1,-87.9198,This coarse-filtered wheat ale is fermented with a German yeast culture for a refreshingly light spiciness and hints of citrus fruit. A cloudy appearance and an immense creamy head are characteristic of this lightly hopped Bavarian Brew.,German Ale,South German-Style Hefeweizen
Us Heit Dubbel Tarwe Bier,8.15,De Friese Bierbrouwerij Us Heit,Bolsward,Netherlands,53.0606,5.5342,,German Ale,South German-Style Weizenbock
Crop Circle Wheat,5.233561643835617,Great Dane Pub and Brewing #2,Fitchburg,United States,43.0177,-89.4232,,German Ale,South German-Style Hefeweizen
Hacker-Pschorr Weisse,5.233561643835617,Paulaner,Munich,Germany,48.1391,11.5802,,German Ale,South German-Style Hefeweizen
Weizen,5.233561643835617,Weeping Radish Restaurant and Brewery - Manteo,Manteo,United States,35.8859,-75.6697,,German Ale,South German-Style Hefeweizen
Weissbier,5.0,Moosejaw Pizza & Dells Brewing Company,Wisconsin Dells,United States,43.5907,-89.7939,,German Ale,South German-Style Hefeweizen
Weizen,5.233561643835617,Corner Pub,Reedsburg,United States,43.5323,-90.0099,,German Ale,South German-Style Hefeweizen
Hefeweizen,4.2,Upper Mississippi Brewing,Clinton,United States,41.8445,-90.1887,,German Ale,South German-Style Hefeweizen
Hefe-WeiÃŸbier,5.233561643835617,Paulaner,Munich,Germany,48.1391,11.5802,,German Ale,South German-Style Hefeweizen
WeiÃŸbier Pikantus,8.15,Privatbrauerei Erdinger Weissbru,Erding,Germany,48.3153,11.8911,,German Ale,South German-Style Weizenbock
Heifer-Weizen,5.233561643835617,Rock Bottom Restaurant & Brewery - Minneapolis,Minneapolis,United States,44.9765,-93.2747,,German Ale,South German-Style Hefeweizen
Weizen Bock,10.0,Titletown Brewing,Green Bay,United States,44.52,-88.0173,,German Ale,South German-Style Weizenbock
Kristall Weiss,5.233561643835617,Tabernash Brewing,Longmont,United States,40.1672,-105.102,,German Ale,South German-Style Hefeweizen
Helles Hefe Weizen,5.3,Tucher Bru,Nrnberg,Germany,49.4643,11.0847,,German Ale,South German-Style Hefeweizen
Winnebago Wheat,5.233561643835617,Fratellos Restaurant and Brewery,Appleton,United States,44.2678,-88.4731,,German Ale,South German-Style Hefeweizen
Organic Hefewizen,5.233561643835617,Brauerei und Altbierkche Pinkus Mller,Mnster,Germany,51.9657,7.6214,,German Ale,South German-Style Hefeweizen
Konig Ludwig Weissbier,5.5,Warsteiner Brauerei,Warstein,Germany,51.4416,8.3519,,German Ale,South German-Style Hefeweizen
Horseshoe Hefeweizen,4.5,Oak Creek Brewery,Sedona,United States,34.8661,-111.796,,German Ale,South German-Style Hefeweizen
Heffevonom Bavarian Wheat,5.233561643835617,Mogollon Brewing Company,Flagstaff,United States,35.2156,-111.59,"A truly delicious beer, Heffevenom is a medium bodied, lightly hopped wheat beer brewed in the true Bavarian tradition.  Our brewers combine mountain pure water, select wheat and domestic malted grain, hops and yeast to create a highly refreshing ale with a pronounced banana and clove bouquet. Perfect with a slice of lemon as garnish.",German Ale,South German-Style Hefeweizen
Double Mountain Altbier,5.6,Double Mountain Brewery & Taproom,Hood River,United States,45.71,-121.515,"This special German-style ale is still made faithfully in Dusseldorf, just down the road from Cologne. Our interpretation is light brown in color and cleanly malty, with a crisp hoppy bitterness in the finish. 
Brewed with organic Pilsner and Munich malt; Chocolate and wheat malt, and imported Spalt hops.",German Ale,German-Style Brown Ale/Altbier
Wheatley Hills Weizenbock,7.5,The Blind Bat Brewery LLC,Centerport,United States,40.8959,-73.3811,"Malty and yeasty, with some sweetness along with hints of cloves and banana. (thanks to the yeast!) 

Low hop bitterness, highly carbonated. Unfiltered, and so a bit cloudy with that magical yeast. 

Pairs well with Thai, Szechuan, Mexican, and Caribbean -- und Deutsche Nahrung! (German Food!)",German Ale,South German-Style Hefeweizen
Harborfields HefeWeizen,4.5,The Blind Bat Brewery LLC,Centerport,United States,40.8959,-73.3811,"Sometimes it's good to keep it simple. 

Harborfields HefeWeizen is modeled after the German classic, but meant to be available fresh (like you would enjoy if you were in Germany). Shipping over long distances is not always a friend to beer. 

Named for the Centerport-Greenlawn area of Long Island that is home to the Blind Bat Brewery, Harborfields Hefeweizen goes great with fish, chicken, or a summer salad. Some even like it with brunch! (Please enjoy your waffles responsibly.)",German Ale,South German-Style Hefeweizen
Live Oak Hefeweizen,5.233561643835617,Live Oak Brewing,Austin,United States,30.2541,-97.7055,"Modeled after the classic wheat beers of Bavaria, our HefeWeizen has a cloudy, straw-colored appearance with a thick, creamy head. It is fermented with an authentic Weizenbier yeast strain which imparts delicate notes of clove, vanilla and banana which harmonize perfectly with its mild refreshing tartness. Together these flavors create the perfect thirst quencher to beat the Texas heat. Available April - August",German Ale,South German-Style Hefeweizen
Hannen Alt,5.929166666666667,Hannen Brauerei,Mnchengladbach,Germany,51.1913,6.4421,Classic German Alt,German Ale,German-Style Brown Ale/Altbier
The Livery Hefe Weizen,5.0,The Livery,Benton Harbor,United States,42.1185,-86.4537,"A lightly hopped, refreshing, Bavarian style wheat ale that has hints of banana and clove in the finish. Available May until October.",German Ale,South German-Style Hefeweizen
Sierra Nevada Kellerweis,5.233561643835617,Sierra Nevada Brewing Co.,Chico,United States,39.7246,-121.816,,German Ale,South German-Style Hefeweizen
Hopfen Weisse,8.2,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Kelheim,Germany,48.9175,11.8735,"Schneider & Brooklyner Hopfen-Weisse is a collaboration between brewmasters Hans-Peter Drexler of the Schneider Weissbier Brewery and Garrett Oliver of the Brooklyn Brewery. Garrett and Hans-Peter have long admired each others beers. Now together they bring you a new sensation, a pale weissbock robustly dry-hopped with the Hallertauer Saphir variety grown in the fields near the Schneider brewery. Hoppy, zesty and supremely refreshing, Scheider & Brooklyner Hopfen-Weisse is a delicious blend of Bavarian craftsmanship and American ingenuity.",German Ale,South German-Style Hefeweizen
Drunk Monk Hefeweizen,4.8,Three Floyds Brewing,Munster,United States,41.5354,-87.5158,,German Ale,South German-Style Hefeweizen
Standing Stone Hefeweizen,5.233561643835617,Standing Stone Brewing Company,Ashland,United States,42.1976,-122.715,This unfiltered wheat ale has very low bitterness.  A Bavarian hefeweizen yeast is used which imparts a banana and clove aroma.,German Ale,South German-Style Hefeweizen
Tailgate Hefeweizen,5.0,Tailgate Beer,San Diego,United States,32.7732,-117.055,"TailGate Beer does the German style wheat beer right. Hints of citrus, complemented by sprinkles of spice that makes a German, full flavored brew that is really hard to say right.  Proud of the names â€˜weizenâ€™ (wheat) base ingredient, TGB draws most of its flavor from the famed grass plant. This Hef is one truly crisp, and refreshing unfiltered ale that garnishes well with a lemon or an orange!   Be sure to impress your friends with your fine tuned palate and sophisticated verbiage next time you belly up to order your TailGate Beer â€œHEH-feh-vite-zehnâ€",German Ale,South German-Style Hefeweizen
Glockenspiel,8.0,Great Lakes Brewing,Cleveland,United States,41.4844,-81.7042,,German Ale,South German-Style Weizenbock
Golf,5.0,Weyerbacher Brewing Company,Easton,United States,40.6732,-75.2249,"A Brewer's Select Series, Golf is a fest-weisse hybrid or 'Festeweizen.' It will weigh in at 5.0% and is made with Munich, Wheat, and CaraVienna malts and Spalt hops.",German Ale,South German-Style Hefeweizen
(512) ALT,6.0,(512) Brewing Company,Austin,United States,30.2234,-97.7697,"(512) ALT is a German-style amber ale that is fermented cooler than typical ales and cold conditioned like a lager. ALT means â€œoldâ€ in German and refers to a beer style made using ale yeast after many German brewers had switched to newly discovered lager yeast. This ale has a very smooth, yet pronounced, hop bitterness with a malty backbone and a characteristic German yeast character. Made with 98% Organic 2-row and Munch malts and US noble hops.",German Ale,German-Style Brown Ale/Altbier
Wild Frog Wheat,6.0,Hoppin Frog Brewery,Akron,United States,41.0247,-81.4676,"Traditional German-style, unfiltered wheat beer, with a lively balanced flavor. Although no fruit or spices were used in the brewing, these flavors are created by fermentation with special yeast from the oldest brewery in the world. Try Wild Frog Wheat with a slice of orange for a crisp, refreshing experience",German Ale,South German-Style Hefeweizen
Weyerbacher Juliet,8.5,Weyerbacher Brewing Company,Easton,United States,40.6732,-75.2249,,German Ale,German-Style Brown Ale/Altbier
Hefeweizen,5.0,Yazoo Brewing,Nashville,United States,36.150999999999996,-86.7821,An authentic example of a Bavarian Hefeweizen. ,German Ale,South German-Style Hefeweizen
Full Moon Winter Ale,5.6,Molson Breweries of Canada,Toronto,Canada,43.6706,-79.3824,This full-bodied ale is brewed with roasted malts and a hint of Dark Belgian sugar for a perfectly balanced taste.,Belgian and French Ale,Other Belgian-Style Ales
Quelque Chose,8.0,Unibroue,Chambly,Canada,45.4416,-73.2595,"Quelque Chose was launched in January 1996. This versatile beer was specifically developed as a winter beer because, when warmed to 70ÂºC (160ÂºF), it can be taken as a hot drink. On the other hand, on the rocks, it is a wonderful aperitif. The cherries are soaked for months in slightly bitter ale before being blended into the beer. Quelque Chose is made with dark roasted malts, and the end result is something commonly known as an authentic nectar. The most original of the Unibroue line, it is highly appreciated by winter-sports enthusiasts.",Belgian and French Ale,Belgian-Style Fruit Lambic
Calabaza Blanca,4.8,Jolly Pumpkin Artisan Ales,Dexter,United States,42.3375,-83.8895,"Aged in large oak casks and refermented in the bottle, Calabaza Blanca is a Belgian Biere Blanche. Spiced with orange peel and corriander, you'll find it refreshingly tart, with a wonderfully dry finish.",Belgian and French Ale,Other Belgian-Style Ales
Petrus Dubbel Bruin Ale,6.5,Brouwerij Bavik - De Brabandere,Bavikhove,Belgium,50.8628,3.2992,,Belgian and French Ale,Belgian-Style Dubbel
LuciÃ©rnaga,6.5,Jolly Pumpkin Artisan Ales,Dexter,United States,42.3375,-83.8895,"An artisan pale ale brewed in the Grand Cru tradition. Enjoy its golden effervescence and gentle hop aroma. Coriander and Grains of Paradise round out the spicy palate, melting o so softly into a silken finish of hoppiness and bliss! Make any season a celebration!",Belgian and French Ale,Belgian-Style Pale Ale
CuvÃ©e des Champions 2003-2004,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
Classic Gueuze,5.870588235294117,Brasserie-Brouwerij Cantillon,Anderlecht,Belgium,50.8416,4.3355,,Belgian and French Ale,Belgian-Style Fruit Lambic
Gueuze-Lambic,6.5,Upstream Brewing Company at Legacy,Omaha,United States,41.2331,-96.1811,,Belgian and French Ale,Belgian-Style Fruit Lambic
Grotten Flemish Ale,7.7,Brouwerij St. Bernardus,Watou,Belgium,50.8425,2.6362,,Belgian and French Ale,Other Belgian-Style Ales
Pater 6,6.7,Brouwerij St. Bernardus,Watou,Belgium,50.8425,2.6362,"This name became a reference. This beer is mostly pointed out with its product name: â€œa Paterkeâ€. 

This â€œPaterkeâ€ is a chestnut coloured dark beer with a high fermentation (6.7 alcohol content) and a full taste.",Belgian and French Ale,Belgian-Style Dubbel
Yule Tide,10.0,Clipper City Brewing Co.,Baltimore,United States,39.2308,-76.6751,"The latest addition to Baltimore's own Clipper City Brewing Company - Mutiny Fleet is their holiday brew Yule Tide, a Belgian style triple ale, which like the rest of the Mutiny Fleet is distributed in 22 ounce bombers.",Belgian and French Ale,Belgian-Style Tripel
Arabier,9.0,Brouwerij De Dolle Brouwers,Esen,Belgium,51.0281,2.9038,"An arabier is a pure malt beer 8Â°vol/alc brewed with flower Nugget-hops from Poperinge. It has the special dry-hopping taste and aroma, so appreciated by beer lovers all over the world. It is one of the two main beers from De Dolle Brouwers throughout the year. Aging time is limited due to the fact that hop bitterness is declining with the time. Store arabier cool and dark and serve cool at 10Â°C. Cheers!",Belgian and French Ale,Belgian-Style Pale Strong Ale
Bos Keun,8.9,Brouwerij De Dolle Brouwers,Esen,Belgium,51.0281,2.9038,,Belgian and French Ale,Belgian-Style Pale Strong Ale
Rochefort 10,11.3,Abbaye Notre Dame du St Remy,Rochefort,Belgium,50.1999,5.2277,"Reddish-brown colour, with a very compact head and an aroma of figs, feels like honey in the mouth. The alcohol profile is a major component in the flavour of this rich ale. It is very similar to 6 and 8, but has much more of everything. Some may find the high alcohol content to be disagreeable.",Belgian and French Ale,Belgian-Style Quadrupel
